Item Name,Supplier,Quantity,Cost Per Unit,Total Cost,Expiry Date,Storage Location,Stock Status,Order Date,Delivery Date
The Diagnostic Tools,CareWell,69,478.48,33015.12,09/05/2026,Emergency Storage,Low Stock,26/06/2024,07/07/2024
Major Diagnostic Tools,MediCorp,122,263.15,32104.3,26/06/2026,Warehouse A,Low Stock,13/03/2022,06/04/2024
Hard Medicine,MedSupplies,76,460.65,35009.4,06/12/2027,Clinic Branch,Available,21/03/2022,26/09/2023
Least Medicine,CareWell,181,386.32,69923.92,22/10/2025,Warehouse A,Low Stock,18/04/2022,15/05/2023
Drug Medicine,CareWell,97,18.85,1828.45,22/10/2027,Main Hospital,Low Stock,26/04/2023,28/01/2024
Lay Surgical Equipment,MediCorp,235,11.04,2594.4,10/12/2024,Clinic Branch,Out of Stock,06/07/2022,02/09/2022
Story Diagnostic Tools,MedSupplies,242,84.86,20536.12,02/03/2024,Emergency Storage,Out of Stock,20/04/2022,
Accept Diagnostic Tools,MedSupplies,83,437,36271,16/02/2028,Warehouse B,Low Stock,03/04/2024,24/06/2024
Point Personal Protective Equipment,PharmaPlus,149,406.35,60546.15,23/02/2027,Main Hospital,Out of Stock,30/12/2024,22/01/2025
Although Medicine,CareWell,292,7.87,2298.04,13/01/2025,Clinic Branch,Out of Stock,16/10/2022,26/09/2024
Than Sanitizers,HealthFirst,86,165.35,14220.1,22/10/2024,Clinic Branch,Available,16/08/2023,18/12/2024
Music Surgical Equipment,MediCorp,4,488.96,1955.84,07/02/2028,Emergency Storage,Available,04/08/2023,07/06/2024
Apply Sanitizers,PharmaPlus,279,216.39,60372.81,20/02/2025,Warehouse B,Available,01/06/2023,25/05/2024
Cell Medicine,HealthFirst,159,63.34,10071.06,20/04/2024,Warehouse B,Available,27/05/2024,10/07/2024
Those Surgical Equipment,MedSupplies,129,78.26,10095.54,02/09/2025,Warehouse B,Out of Stock,04/08/2024,02/09/2024
Actually Sanitizers,PharmaPlus,89,337.9,30073.1,22/10/2024,Clinic Branch,Out of Stock,13/10/2023,
With Sanitizers,PharmaPlus,184,314.61,57888.24,24/06/2026,Warehouse A,Low Stock,06/02/2024,10/02/2025
Sister Surgical Equipment,MedSupplies,205,213.22,43710.1,04/07/2025,Warehouse A,Available,25/04/2024,10/08/2024
Pressure Personal Protective Equipment,PharmaPlus,2,228.99,457.98,14/01/2028,Warehouse B,Available,21/09/2022,
Picture Medicine,MedSupplies,75,55.59,4169.25,19/12/2026,Emergency Storage,Low Stock,01/07/2023,16/12/2024
Growth Diagnostic Tools,MedSupplies,292,6.32,1845.44,28/01/2025,Emergency Storage,Available,19/06/2024,22/08/2024
Me Surgical Equipment,MediCorp,231,116.42,26893.02,23/01/2025,Clinic Branch,Low Stock,26/10/2023,24/04/2024
Entire Personal Protective Equipment,CareWell,282,496.59,140038.38,07/07/2026,Main Hospital,Out of Stock,03/07/2023,22/03/2024
Likely Medicine,CareWell,295,224.08,66103.6,28/11/2024,Clinic Branch,Out of Stock,04/12/2023,11/03/2024
Another Surgical Equipment,HealthFirst,72,379.35,27313.2,29/07/2025,Warehouse A,Low Stock,05/01/2023,20/04/2023
Party Medicine,MedSupplies,40,195.34,7813.6,03/03/2024,Clinic Branch,Low Stock,26/05/2023,11/10/2023
Expect Surgical Equipment,PharmaPlus,272,262.21,71321.12,28/06/2025,Main Hospital,Low Stock,04/11/2022,10/12/2022
Imagine Sanitizers,PharmaPlus,177,51.07,9039.39,19/08/2024,Emergency Storage,Low Stock,08/06/2022,05/11/2023
Account Personal Protective Equipment,PharmaPlus,159,137.17,21810.03,25/06/2026,Warehouse B,Out of Stock,04/01/2024,18/08/2024
Low Medicine,CareWell,256,105.84,27095.04,17/10/2026,Clinic Branch,Low Stock,15/04/2024,
Everybody Surgical Equipment,HealthFirst,205,286.18,58666.9,18/03/2026,Clinic Branch,Out of Stock,29/04/2023,20/12/2024
Suggest Diagnostic Tools,MediCorp,62,390.32,24199.84,16/11/2027,Clinic Branch,Available,12/09/2024,12/09/2024
Late Diagnostic Tools,PharmaPlus,134,215.71,28905.14,12/07/2024,Emergency Storage,Low Stock,30/08/2022,07/03/2024
Including Diagnostic Tools,HealthFirst,58,147.41,8549.78,30/06/2024,Warehouse A,Low Stock,23/02/2023,23/02/2025
Many Diagnostic Tools,CareWell,91,23.63,2150.33,04/02/2026,Clinic Branch,Low Stock,11/06/2022,05/08/2023
Vote Sanitizers,PharmaPlus,206,303.6,62541.6,09/07/2027,Warehouse B,Low Stock,24/04/2022,09/04/2023
Entire Medicine,MedSupplies,133,320.51,42627.83,21/08/2024,Clinic Branch,Available,10/06/2023,02/12/2023
For Personal Protective Equipment,PharmaPlus,129,54.91,7083.39,01/01/2028,Emergency Storage,Available,12/03/2022,13/02/2023
Start Personal Protective Equipment,MediCorp,243,477.53,116039.79,02/01/2028,Clinic Branch,Available,03/09/2022,05/06/2023
Deep Medicine,MediCorp,172,414.78,71342.16,19/02/2025,Warehouse A,Out of Stock,14/03/2023,22/08/2023
Marriage Personal Protective Equipment,HealthFirst,171,219.03,37454.13,18/12/2025,Warehouse A,Out of Stock,08/08/2023,22/10/2023
Hope Personal Protective Equipment,MedSupplies,240,201.68,48403.2,21/08/2024,Main Hospital,Available,06/04/2022,03/06/2024
Far Medicine,CareWell,96,382.16,36687.36,29/10/2025,Emergency Storage,Available,18/02/2023,12/06/2023
Education Surgical Equipment,MediCorp,38,209.88,7975.44,09/01/2026,Warehouse B,Low Stock,25/12/2022,18/07/2023
Light Diagnostic Tools,HealthFirst,42,499.62,20984.04,19/09/2024,Clinic Branch,Low Stock,03/09/2022,05/10/2023
Others Surgical Equipment,MedSupplies,52,386.71,20108.92,22/07/2027,Warehouse B,Out of Stock,16/01/2025,03/03/2025
Whether Personal Protective Equipment,MedSupplies,57,484.73,27629.61,29/01/2025,Clinic Branch,Low Stock,12/11/2022,07/04/2024
For Medicine,CareWell,204,390.02,79564.08,08/06/2027,Warehouse A,Available,25/11/2023,16/07/2024
Always Surgical Equipment,HealthFirst,29,60.05,1741.45,29/04/2027,Warehouse A,Low Stock,08/07/2022,19/12/2022
Source Personal Protective Equipment,,147,83.87,12328.89,28/08/2025,Clinic Branch,Low Stock,26/09/2022,26/02/2024
Require Medicine,MediCorp,151,212.21,32043.71,07/12/2027,Emergency Storage,Available,16/07/2024,19/03/2025
Front Personal Protective Equipment,HealthFirst,64,481.05,30787.2,11/07/2024,Clinic Branch,Available,05/10/2022,09/07/2024
Recently Personal Protective Equipment,MedSupplies,155,287.58,44574.9,27/04/2026,Warehouse B,Available,10/03/2023,26/11/2024
Remember Medicine,HealthFirst,30,78.32,2349.6,12/12/2026,Clinic Branch,Available,27/08/2024,22/10/2024
College Sanitizers,HealthFirst,25,335.79,8394.75,03/12/2026,Warehouse A,Available,28/10/2022,29/10/2023
Letter Surgical Equipment,MedSupplies,78,312.39,24366.42,28/03/2026,Clinic Branch,Low Stock,09/10/2024,04/12/2024
Score Personal Protective Equipment,PharmaPlus,161,66.67,10733.87,10/10/2027,Warehouse B,Low Stock,12/09/2023,11/11/2024
Unit Medicine,CareWell,234,139.58,32661.72,10/03/2026,Warehouse B,Available,26/01/2023,13/06/2023
Ability Personal Protective Equipment,MedSupplies,189,237.33,44855.37,31/03/2026,Warehouse A,Out of Stock,26/12/2024,
Professor Diagnostic Tools,MedSupplies,229,196.55,45009.95,22/04/2024,Warehouse B,Out of Stock,12/03/2023,14/10/2024
Western Surgical Equipment,MediCorp,228,312.39,71224.92,18/04/2027,Main Hospital,Available,28/11/2022,07/07/2023
Manage Diagnostic Tools,MedSupplies,133,359.1,47760.3,18/01/2027,Emergency Storage,Out of Stock,05/07/2022,23/07/2023
Ever Medicine,PharmaPlus,158,49.93,7888.94,25/06/2025,Warehouse B,Low Stock,14/06/2023,16/07/2024
Phone Surgical Equipment,HealthFirst,240,137.78,33067.2,01/07/2027,Main Hospital,Low Stock,28/08/2022,05/12/2023
West Personal Protective Equipment,MediCorp,258,136.94,35330.52,01/09/2026,Main Hospital,Available,21/11/2023,15/10/2024
Stay Surgical Equipment,PharmaPlus,264,123.15,32511.6,06/03/2027,Warehouse A,Out of Stock,05/05/2024,16/05/2024
Remember Diagnostic Tools,MediCorp,143,454.08,64933.44,16/11/2026,Main Hospital,Available,11/12/2022,25/04/2024
Read Surgical Equipment,PharmaPlus,27,177.22,4784.94,Invalid Date,Clinic Branch,Out of Stock,12/05/2023,06/11/2024
Describe Surgical Equipment,PharmaPlus,71,472.26,33530.46,06/07/2024,Main Hospital,Out of Stock,26/11/2022,18/03/2023
Let Surgical Equipment,HealthFirst,223,466.45,104018.35,01/11/2027,Main Hospital,Out of Stock,04/09/2022,27/11/2022
Adult Surgical Equipment,HealthFirst,246,153.12,37667.52,10/04/2026,Warehouse B,Low Stock,07/05/2022,26/11/2024
Behind Personal Protective Equipment,MedSupplies,96,103.35,9921.6,18/09/2024,Emergency Storage,Out of Stock,09/03/2024,14/06/2024
Within Personal Protective Equipment,PharmaPlus,47,45.59,2142.73,26/07/2027,Warehouse B,Low Stock,22/07/2022,17/11/2022
Modern Personal Protective Equipment,,55,473.61,26048.55,16/07/2025,Emergency Storage,Available,20/04/2023,18/06/2023
Either Personal Protective Equipment,MedSupplies,12,46.22,554.64,26/09/2024,Warehouse B,Low Stock,14/08/2022,02/03/2025
Age Surgical Equipment,PharmaPlus,212,380.17,80596.04,30/06/2026,Main Hospital,Low Stock,02/07/2023,25/08/2023
Nothing Sanitizers,PharmaPlus,120,113.85,13662,19/03/2026,Warehouse A,Low Stock,13/11/2023,22/03/2025
Start Personal Protective Equipment,MedSupplies,227,355.81,80768.87,07/09/2027,Main Hospital,Out of Stock,27/01/2023,08/06/2023
Pressure Sanitizers,HealthFirst,233,311.49,72577.17,17/12/2027,Warehouse A,Low Stock,06/09/2023,27/11/2023
Shoulder Surgical Equipment,CareWell,91,21.57,1962.87,25/04/2027,Emergency Storage,Out of Stock,24/03/2024,21/01/2025
Senior Medicine,PharmaPlus,31,30.97,960.07,29/03/2026,Main Hospital,Out of Stock,05/05/2022,18/12/2023
Energy Surgical Equipment,PharmaPlus,83,436.16,36201.28,20/11/2025,Warehouse B,Out of Stock,25/02/2022,05/07/2023
Difficult Personal Protective Equipment,PharmaPlus,61,136.49,8325.89,13/04/2025,Emergency Storage,Low Stock,14/10/2022,
Treat Diagnostic Tools,HealthFirst,193,49.37,9528.41,06/01/2026,Warehouse A,Low Stock,15/05/2022,15/01/2024
Listen Sanitizers,CareWell,268,404.43,108387.24,26/11/2026,Warehouse A,Out of Stock,09/08/2024,04/10/2024
Feeling Medicine,CareWell,222,371.33,82435.26,23/01/2025,Warehouse B,Out of Stock,21/10/2022,22/05/2024
Man Medicine,MediCorp,84,352.94,29646.96,25/12/2025,Clinic Branch,Out of Stock,28/02/2023,
Similar Personal Protective Equipment,HealthFirst,156,141.13,22016.28,06/11/2026,Emergency Storage,Out of Stock,12/08/2024,26/09/2024
Nation Medicine,MediCorp,114,221.78,25282.92,05/12/2025,Emergency Storage,Low Stock,15/08/2023,29/10/2023
Hour Personal Protective Equipment,HealthFirst,286,418.43,119670.98,30/06/2024,Warehouse A,Out of Stock,27/09/2024,03/10/2024
Degree Surgical Equipment,MediCorp,151,380.65,57478.15,28/11/2024,Main Hospital,Available,27/08/2022,15/03/2023
Someone Medicine,HealthFirst,83,240.7,19978.1,04/10/2025,Clinic Branch,Low Stock,13/08/2022,19/09/2022
Occur Sanitizers,HealthFirst,258,48.21,12438.18,08/03/2027,Main Hospital,Low Stock,07/03/2023,15/10/2024
Suggest Surgical Equipment,MedSupplies,180,182.87,32916.6,21/04/2026,Clinic Branch,Available,07/11/2023,08/12/2023
Respond Personal Protective Equipment,CareWell,42,410.08,17223.36,01/12/2025,Warehouse B,Out of Stock,15/05/2023,
Within Surgical Equipment,MedSupplies,87,266.19,23158.53,20/01/2025,Emergency Storage,Available,07/09/2024,30/12/2024
Compare Sanitizers,MedSupplies,42,138.9,5833.8,21/09/2027,Main Hospital,Available,22/10/2024,
Serve Medicine,CareWell,254,262.96,66791.84,05/12/2024,Emergency Storage,Low Stock,02/01/2023,27/09/2024
When Medicine,CareWell,170,243.49,41393.3,11/04/2024,Main Hospital,Available,17/03/2024,24/04/2024
Meet Medicine,CareWell,23,248.44,5714.12,14/01/2026,Warehouse A,Out of Stock,03/01/2023,24/01/2024
Reflect Diagnostic Tools,MediCorp,290,421.7,122293,02/03/2025,Clinic Branch,Available,18/06/2023,28/09/2024
Scientist Medicine,CareWell,51,191.95,9789.45,22/03/2027,Clinic Branch,Low Stock,27/11/2022,19/01/2023
Study Surgical Equipment,PharmaPlus,9,361.59,3254.31,21/03/2024,Clinic Branch,Available,03/07/2023,22/08/2024
Above Diagnostic Tools,HealthFirst,81,223.34,18090.54,05/12/2025,Warehouse B,Out of Stock,23/09/2023,04/05/2024
Believe Surgical Equipment,MedSupplies,184,130.99,24102.16,13/05/2026,Warehouse B,Out of Stock,18/02/2024,13/09/2024
Whether Personal Protective Equipment,CareWell,174,315.64,54921.36,15/04/2025,Main Hospital,Available,29/08/2023,21/11/2023
Hit Medicine,PharmaPlus,258,494.25,127516.5,31/03/2024,Clinic Branch,Available,18/09/2023,03/10/2024
White Diagnostic Tools,PharmaPlus,96,125.54,12051.84,20/12/2026,Emergency Storage,Available,07/03/2022,19/06/2024
Car Personal Protective Equipment,CareWell,138,104.87,14472.06,02/12/2025,Emergency Storage,Out of Stock,21/05/2024,23/05/2024
Century Personal Protective Equipment,HealthFirst,175,199.68,34944,20/12/2024,Main Hospital,Out of Stock,11/09/2024,25/02/2025
Will Diagnostic Tools,MedSupplies,7,428.47,2999.29,23/06/2024,Emergency Storage,Available,09/08/2024,18/08/2024
So Sanitizers,MedSupplies,145,82.4,11948,26/11/2026,Warehouse A,Out of Stock,01/12/2024,10/01/2025
Theory Surgical Equipment,HealthFirst,216,403.21,87093.36,01/06/2026,Clinic Branch,Low Stock,21/04/2022,12/09/2024
However Personal Protective Equipment,PharmaPlus,4,397.31,1589.24,03/08/2025,Clinic Branch,Low Stock,27/12/2024,22/01/2025
Organization Medicine,CareWell,186,57.25,10648.5,23/11/2026,Warehouse A,Available,10/09/2024,08/01/2025
Recent Medicine,CareWell,59,97.53,5754.27,14/04/2025,Clinic Branch,Low Stock,31/01/2025,14/02/2025
Be Medicine,HealthFirst,100,305.48,30548,Invalid Date,Warehouse B,Available,04/05/2024,15/12/2024
Current Diagnostic Tools,PharmaPlus,141,72.72,10253.52,02/03/2026,Emergency Storage,Available,27/05/2024,02/02/2025
Total Personal Protective Equipment,MediCorp,201,214.27,43068.27,03/10/2027,Warehouse B,Out of Stock,16/01/2025,
Require Sanitizers,CareWell,213,225.13,47952.69,18/09/2025,Emergency Storage,Out of Stock,05/05/2023,26/05/2024
Benefit Sanitizers,HealthFirst,117,33.88,3963.96,12/09/2027,Clinic Branch,Low Stock,14/05/2023,30/06/2024
Stand Medicine,PharmaPlus,5,109.85,549.25,25/04/2025,Main Hospital,Out of Stock,25/07/2022,15/01/2025
Official Personal Protective Equipment,CareWell,246,276.57,68036.22,06/03/2024,Emergency Storage,Available,17/01/2024,08/12/2024
Write Surgical Equipment,MediCorp,289,450.91,130312.99,06/12/2027,Warehouse A,Available,28/04/2023,30/05/2023
Concern Sanitizers,MedSupplies,182,176.54,32130.28,03/08/2026,Warehouse B,Out of Stock,04/08/2022,16/05/2024
Sure Surgical Equipment,HealthFirst,188,402.01,75577.88,24/06/2025,Clinic Branch,Low Stock,20/12/2023,28/01/2025
Control Sanitizers,PharmaPlus,234,233.61,54664.74,06/05/2027,Main Hospital,Available,31/08/2024,24/09/2024
Skill Personal Protective Equipment,PharmaPlus,296,14.88,4404.48,29/03/2025,Emergency Storage,Available,02/08/2022,04/03/2025
Meet Surgical Equipment,PharmaPlus,162,262.33,42497.46,09/12/2024,Main Hospital,Available,22/02/2023,22/10/2024
Note Surgical Equipment,CareWell,81,460.63,37311.03,27/11/2026,Warehouse B,Out of Stock,29/09/2022,25/01/2024
Happen Medicine,PharmaPlus,133,109.69,14588.77,11/11/2024,Main Hospital,Out of Stock,23/08/2023,08/01/2025
House Personal Protective Equipment,PharmaPlus,245,357.91,87687.95,22/09/2027,Warehouse A,Available,30/12/2022,17/07/2023
Lead Sanitizers,MedSupplies,205,54.56,11184.8,25/04/2026,Clinic Branch,Available,29/10/2022,20/06/2023
Cover Sanitizers,CareWell,106,341.63,36212.78,05/11/2026,Emergency Storage,Out of Stock,18/05/2024,20/02/2025
Ahead Sanitizers,PharmaPlus,265,6.73,1783.45,21/01/2026,Clinic Branch,Available,18/09/2024,25/01/2025
Make Diagnostic Tools,CareWell,169,157.69,26649.61,15/05/2025,Emergency Storage,Out of Stock,10/06/2023,27/04/2024
Spend Surgical Equipment,MedSupplies,152,92.96,14129.92,24/06/2024,Emergency Storage,Out of Stock,10/06/2024,11/06/2024
Someone Sanitizers,CareWell,69,79.48,5484.12,07/09/2025,Main Hospital,Available,03/08/2022,09/09/2024
Itself Medicine,MedSupplies,93,386.73,35965.89,26/12/2027,Main Hospital,Out of Stock,08/12/2022,09/09/2024
Avoid Diagnostic Tools,HealthFirst,49,356.86,17486.14,26/12/2026,Warehouse A,Available,08/11/2024,30/11/2024
Central Medicine,MedSupplies,204,395.67,80716.68,13/10/2027,Warehouse B,Out of Stock,06/08/2023,07/08/2023
Ball Surgical Equipment,MedSupplies,48,334.16,16039.68,20/01/2028,Main Hospital,Available,06/02/2023,27/09/2024
Recognize Surgical Equipment,MediCorp,30,132.2,3966,07/01/2026,Emergency Storage,Available,31/03/2023,02/11/2023
Yard Medicine,PharmaPlus,212,217.54,46118.48,28/09/2025,Clinic Branch,Out of Stock,25/08/2024,11/01/2025
Bed Personal Protective Equipment,CareWell,203,13.74,2789.22,07/03/2026,Warehouse A,Out of Stock,10/02/2025,15/02/2025
Carry Surgical Equipment,MedSupplies,38,352.39,13390.82,12/01/2028,Warehouse B,Out of Stock,03/09/2023,27/04/2024
Happy Medicine,HealthFirst,21,296.53,6227.13,09/02/2027,Emergency Storage,Low Stock,01/12/2023,25/12/2024
Current Sanitizers,PharmaPlus,39,13.01,507.39,17/05/2027,Main Hospital,Available,19/09/2023,16/02/2025
Much Personal Protective Equipment,MediCorp,125,424.72,53090,02/02/2026,Warehouse B,Out of Stock,04/03/2024,21/10/2024
Cultural Medicine,PharmaPlus,39,444.32,17328.48,30/03/2027,Main Hospital,Low Stock,24/11/2022,05/05/2024
Nothing Surgical Equipment,PharmaPlus,90,57.54,5178.6,30/12/2024,Warehouse A,Out of Stock,24/06/2023,
Focus Sanitizers,PharmaPlus,212,150.46,31897.52,05/03/2026,Warehouse A,Low Stock,22/09/2024,25/03/2025
Against Medicine,HealthFirst,86,251.16,21599.76,09/03/2025,Warehouse B,Available,26/03/2024,
Husband Sanitizers,PharmaPlus,254,352.89,89634.06,02/07/2027,Main Hospital,Available,07/12/2024,14/02/2025
Strategy Diagnostic Tools,HealthFirst,0,342.09,0,23/10/2026,Emergency Storage,Available,11/01/2025,07/03/2025
Ball Diagnostic Tools,MediCorp,186,38.76,7209.36,29/09/2027,Clinic Branch,Low Stock,18/03/2022,21/10/2024
Outside Personal Protective Equipment,CareWell,270,330.35,89194.5,02/02/2028,Clinic Branch,Low Stock,28/06/2024,15/07/2024
Hand Surgical Equipment,HealthFirst,79,116.66,9216.14,25/10/2024,Emergency Storage,Out of Stock,13/11/2024,18/11/2024
System Medicine,MediCorp,263,218.45,57452.35,07/11/2025,Emergency Storage,Low Stock,04/04/2023,11/01/2025
Toward Medicine,PharmaPlus,188,171.62,32264.56,01/07/2024,Emergency Storage,Low Stock,20/09/2024,24/11/2024
Camera Diagnostic Tools,CareWell,188,295,55460,22/12/2025,Warehouse B,Low Stock,23/08/2023,04/02/2025
Field Personal Protective Equipment,HealthFirst,275,466.31,128235.25,24/08/2027,Warehouse B,Available,09/09/2024,23/03/2025
Low Diagnostic Tools,MedSupplies,245,301.4,73843,13/09/2025,Warehouse B,Low Stock,21/02/2025,01/03/2025
Speech Personal Protective Equipment,,133,452.73,60213.09,02/04/2026,Warehouse A,Available,27/12/2022,10/03/2023
Close Medicine,HealthFirst,112,85.58,9584.96,25/09/2027,Main Hospital,Out of Stock,27/03/2024,02/10/2024
Eye Medicine,MedSupplies,0,425.71,0,10/09/2024,Emergency Storage,Low Stock,10/02/2024,10/12/2024
Fall Medicine,CareWell,87,292.47,25444.89,18/10/2027,Clinic Branch,Available,20/12/2023,27/12/2023
Truth Surgical Equipment,CareWell,204,343.42,70057.68,16/03/2027,Emergency Storage,Low Stock,04/06/2022,13/08/2024
Green Diagnostic Tools,CareWell,177,37.53,6642.81,26/11/2026,Clinic Branch,Out of Stock,08/10/2023,15/05/2024
Director Sanitizers,MediCorp,0,152.93,0,23/06/2025,Emergency Storage,Out of Stock,13/03/2022,
Hour Sanitizers,PharmaPlus,122,157.14,19171.08,10/12/2024,Main Hospital,Low Stock,17/04/2024,
Around Sanitizers,PharmaPlus,163,137.03,22335.89,11/04/2024,Main Hospital,Low Stock,05/05/2024,
Vote Surgical Equipment,HealthFirst,248,98.96,24542.08,30/09/2025,Main Hospital,Out of Stock,23/02/2024,04/04/2024
Decide Sanitizers,MediCorp,235,356.07,83676.45,05/06/2025,Main Hospital,Out of Stock,10/01/2024,
Feeling Medicine,HealthFirst,195,281.27,54847.65,07/10/2026,Main Hospital,Low Stock,05/03/2024,22/02/2025
Listen Diagnostic Tools,PharmaPlus,89,169.46,15081.94,11/11/2027,Warehouse A,Out of Stock,10/01/2025,24/02/2025
Action Diagnostic Tools,MedSupplies,257,310.53,79806.21,28/03/2025,Clinic Branch,Out of Stock,20/05/2024,03/07/2024
Ahead Surgical Equipment,MedSupplies,111,203.65,22605.15,13/12/2026,Emergency Storage,Out of Stock,30/06/2024,09/03/2025
Your Sanitizers,CareWell,169,373.62,63141.78,06/05/2026,Warehouse A,Low Stock,23/03/2023,24/03/2025
Voice Personal Protective Equipment,MedSupplies,121,298.49,36117.29,14/08/2025,Clinic Branch,Available,02/09/2023,03/12/2023
